InputFile,OutputFile,EncodingUsed,SizeBytes,Rows,Columns,CleanTimeSeconds
TestData/fakeData\Artificial_Data.csv,TestData/fakeData\Artificial_Data.csv.tmp,utf-8-sig,192969,1001,15,0.0064
TestData/fakeData\data-LzAcLkrRxo5zBlB1iAJXy.csv,TestData/fakeData\data-LzAcLkrRxo5zBlB1iAJXy.csv.tmp,utf-8-sig,20059,501,5,0.002
TestData/fakeData\Kaggle_Synthetic_Data.csv,TestData/fakeData\Kaggle_Synthetic_Data.csv.tmp,utf-8-sig,70802,1001,9,0.0035
TestData/fakeData\mackaroocom.csv,TestData/fakeData\mackaroocom.csv.tmp,utf-8-sig,63600,1001,6,0.0032
TestData/fakeData\random_dataset.csv,TestData/fakeData\random_dataset.csv.tmp,utf-8-sig,11438,201,8,0.0013
TestData/fakeData\sdv_hotel_data.csv,TestData/fakeData\sdv_hotel_data.csv.tmp,utf-8-sig,276028,2001,11,0.0095
TestData/fakeData\synthetic_city_data.csv,TestData/fakeData\synthetic_city_data.csv.tmp,utf-8-sig,70792,1001,10,0.0036
TestData/fakeData\synthetic_city_data2.csv,TestData/fakeData\synthetic_city_data2.csv.tmp,utf-8-sig,70888,1001,10,0.0037
TestData/fakeData\synthetic_city_data3.csv,TestData/fakeData\synthetic_city_data3.csv.tmp,utf-8-sig,70933,1001,10,0.0038
TestData/fakeData\BenfordZipsDatasets\Perfect_Benford_Dataset__10_Columns_.csv,TestData/fakeData\BenfordZipsDatasets\Perfect_Benford_Dataset__10_Columns_.csv.tmp,utf-8-sig,184435,1001,10,0.0061
TestData/fakeData\BenfordZipsDatasets\Perfect_Zipf_Dataset__10_Columns_.csv,TestData/fakeData\BenfordZipsDatasets\Perfect_Zipf_Dataset__10_Columns_.csv.tmp,utf-8-sig,74310,1001,10,0.0038
TestData/fakeData\fakeStockData\table_aa.csv,TestData/fakeData\fakeStockData\table_aa.csv.tmp,utf-8-sig,220288,3926,7,0.0102
TestData/fakeData\fakeStockData\table_aapl.csv,TestData/fakeData\fakeStockData\table_aapl.csv.tmp,utf-8-sig,218695,3926,7,0.0097
TestData/fakeData\fakeStockData\table_abc.csv,TestData/fakeData\fakeStockData\table_abc.csv.tmp,utf-8-sig,218101,3926,7,0.0096
TestData/fakeData\fakeStockData\table_aig.csv,TestData/fakeData\fakeStockData\table_aig.csv.tmp,utf-8-sig,211253,3926,7,0.0093
TestData/fakeData\fakeStockData\table_amzn.csv,TestData/fakeData\fakeStockData\table_amzn.csv.tmp,utf-8-sig,175846,3926,7,0.0082
TestData/fakeData\fakeStockData\table_bwa.csv,TestData/fakeData\fakeStockData\table_bwa.csv.tmp,utf-8-sig,219770,3926,7,0.0093
TestData/fakeData\fakeStockData\table_cost.csv,TestData/fakeData\fakeStockData\table_cost.csv.tmp,utf-8-sig,218766,3926,7,0.0095
TestData/fakeData\fakeStockData\table_csco.csv,TestData/fakeData\fakeStockData\table_csco.csv.tmp,utf-8-sig,216601,3926,7,0.0093
TestData/fakeData\fakeStockData\table_d.csv,TestData/fakeData\fakeStockData\table_d.csv.tmp,utf-8-sig,218158,3926,7,0.0093
TestData/fakeData\fakeStockData\table_ebay.csv,TestData/fakeData\fakeStockData\table_ebay.csv.tmp,utf-8-sig,173121,3743,7,0.0082
TestData/fakeData\fakeStockData\table_goog.csv,TestData/fakeData\fakeStockData\table_goog.csv.tmp,utf-8-sig,105414,2260,7,0.0054
